tweet,label
"We are not currently accepting clothing donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing or furniture in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at our donation drop off at 23-74 38th st btwn 23rd ave & Astoria Blvd. Thanks !",Food
Poland Springs water. 1 gallon bottles. 5 total bottles.,Water
"I have a minivan , and since I am upstate can bring in supplies if needed -- like gas , water , etc. I also have several airbeds.",Water
"Women 's clothing , young boy 's clothing. Non perishable foods. Toys and books.",Food
"We have warm , men 's clothing and hot food to give.",Food
# NYC # HurricaneSandy still haven 't felt no wrath of the hurricane ... Maybe we won 't but it 's closing everything ... http : //t.co/suNgNPBR,None
ostomy surgical supplies,Medical
"We can help clean streets , houses , prepare and deliver food. We have a push broom and rake. We can do anything needed that 's not heavy lifting",Food
Went to Home Depot for batteries ... came back with tide and dishwasher pods. # thankssandy http : //t.co/4PeYtGGS,None
This store is STILL OPEN for now - and decently stocked for food. # HurricaneSandy # @ Garden of Eden Gourmet http : //t.co/N2FU84RC,Food
"Good evening , My name is * * * * * * * * * * * * * * * * and I am a senior at Brooklyn Technical High School. There have been many students and faculty here who have been affected by Hurricane Sandy. I am interested in holding a Hurricane Sandy Relief Effort Drive and will be collecting non-perishable , canned goods and lightly used clothing. Please let me know if you are interested in collecting these goods so that we may arrange something. My email address is : * * * * * * * * * * * * * * * and my phone number is * * * * * * * * * * * * * * * * * . Thanks , * * * * * * * * * * * .",Food
Food items can be donated to 23-74 38th street 23rd ave & Astoria Blvd,Food
"we want too bring new clothes , toys , and canned food , or even have it shipped in the next few weeks !",Food
"I run a youth group in Somerville NJ. 17 kids ages 9 - 12. I am looking to help in a way that can involve my group. We can cook lots of hot meals and delivery and serve , food drives , non perishables , clothes. Collect and deliver.",Food
@ AP we are flooded in the other ZoneA that everyone forgets about .. East 95th street ... Whole block needs evacuated. # HurricaneSandy,None
@ Krob1111 yay .... I want to vote too .... I hope SANDY doesn 't interfere with us voting on TUES .... Team Obama ....,None
"Hope to be able to provide transport if we are able to get some gas today ! I can also cook/do food prep , if that helps.",Food
I heard that you are accepting prepared food. I am happy to cook and bring food.,Food
"bleach , non-perishable food , blanket , pillow",Food
"I have had no heat or hot water in my home for almost 2 weeks now. Hot food or fresh veggies , orange juice is much needed.",Food
"My mother would be available to come with me and help also , * * * * * . We could help passing out food and probably will prepare some to bring along depending which day we are needed.",Food
"I can donate some warm children 's items ( winter coat , waterproof winter boots , rain boots ) and bring food and/or some other items as needed. I can bring donations to Red Hook on Friday or Saturday morning.",Food
"Just want to help clean up. have a bunch of tools , ( shovels , ax , basic hand tools , rake , etc )",Medical
"“ @ PANTSSteve : NYC PREPARES : Mayor Bloomberg urges citizens to shoplift batteries , flashlights , bottled water # sandy”",None
"Donate products , clothes , tools",Medical
Live on the Upper East Side and can get food/water/toilettries. Most grocery stores and hardware stores have been restocked,Food
"Can Help to distribute supplies , water , etc to people. Help with clean up",Water
@ JCP_L when are we going to get restoration estimates its been 22 hours ! well over 8 with no storm you need to help us please we need to no.,Energy
Ventured south to # LowerManhattan to check on @ jess_shiller 's apt. There was one lone food vendor on Wall St. http : //t.co/a7ZgOWJw # sandy,None
I don 't have any power and this storm is getting really bad about 3 trees have fallen around my house and the power lines are sparking,Energy
@ its_me_spence haha we have been walking around saying why is everyone freaking out .... Not sure why Sandy thinks she is a big deal ☔⚡,None
@ meliithebest26 JUAA F # UCK SANDY I GOT MY PLÁTANOS AND AREPAS READY : D you already know how i am with food : D,None
"We are not currently accepting clothing or furniture donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at one of several drop locations where supplies can be brought directly. Here is a list of those locations : https : //astoria.recovers.org/news/50aa96704eae35688600003f",Food
Victor + food = ill be set during this hurricane,None
"prepare food package , help to deliver food ...",Food
"I want to help clean up , distribute food & supplies , run up & down stairs bring water to elderly , etc. Am young , able , and willing to put in time.",Food
"Winter Jackets , Blankets , Towels , Some food , Some children 's clothing",Food
Spanish food ... Hot meals,Food
No school monday ..... my life has been made # ThankYouHurricaneSandy # ILoveYou,None
I can provide limited gluten-free food if anyone with Celiac Disease needs it.,Food
"Canned food , cereal , chips",Food
@ YouBouz .... We can read a schedule ... # thankssandy,None
"blankets , food , clothing",Food
"gauze , brace wrap , bandaids",Medical
So done with zombies for tonight now a little PumpkinHead and Chinese food # HurricaneSandy,None
Literally lost power before the storm even starts .... really LIPA ?,Energy
Bring Food/Toiletries etc.,Food
"Dont have specific skills but would love to help in any way I can ! Clean up , passing out food , etc. Please let me know !",Food
"I 'm small but relatively strong -- I can deadlift about 140 pounds. Happy to help remove debris. I have a battery powered handsaw. I can bring/donate a broom. I have some gloves and face masks. I can donate books , but would probably need help bringing them if many are needed. I have some candles and probably some batteries. I have no veterinary experience , but I 've volunteered with no-kill animal shelters in the distant past , and am happy to help with pet care. Happy to climb stairs to deliver meals. Let me know what 's needed ; maybe I can fill your needs. I live near * * * * * * * * * * * , and am available all day Sunday November 4th. I can be available after work hours midweek , and then all day Sunday the 11th.",Energy
"Have been delivering food and water to elderly and disabled in evac areas , filling out the housing authority paperwork , noting who needs dr. without boarders. Have a bike.",Food
"I am collecting donations from the area and I can drop off the items this week including : non-perishables , baby supplies , Hygiene products , cleaning supplies. As of now I am planning on dropping off the items ( sorted ) to the shelters listed on the site. Let me know if there is a better location to drop these items off.",Food
othing , canned goods , toilet paper , hygiene products. What else do you need ? Can prob give more.",Food
